text,topic,summary
"

	And then, as I started to tell you, the fall races come to Sandusky and I got the day off and I went. I left the job at noon and had on my good clothes and my new brown derby hat, Iâd just bought the Saturday before, and a stand-up collar.",im a fool_segment_14.txt," The fall races come to Sandusky and I got the day off and I went. I left the job at noon and had on my good clothes and my new brown derby hat, Iâd just bought the Saturday"
"

	John kissed the good old kings hand, and said he was sure it would be all right, for he was quite enchanted with the beautiful princess. Then the princess herself came riding into the palace yard with all her ladies, and he wished her Good morning. She looked wonderfully fair and lovely when she offered her hand to John, and he loved her more than ever. How could she be a wicked witch, as all the people asserted? He accompanied her into the hall, and the little pages offered them gingerbread nuts and sweetmeats, but the old king was so unhappy he could eat nothing, and besides, gingerbread nuts were too hard for him. It was decided that John should come to the palace the next day, when the judges and the whole of the counsellors would be present, to try if he could guess the first riddle. If he succeeded, he would have to come a second time; but if not, he would lose his life, and no one had ever been able to guess even one. However, John was not at all anxious about the result of his trial; on the contrary, he was very merry. He thought only of the beautiful princess, and believed that in some way he should have help, but how he knew not, and did not like to think about it; so he danced along the high-road as he went back to the inn, where he had left his fellow-traveller waiting for him. John could not refrain from telling him how gracious the princess had been, and how beautiful she looked. He longed for the next day so much, that he might go to the palace and try his luck at guessing the riddles. But his comrade shook his head, and looked very mournful. I do so wish you to do well, said he; we might have continued together much longer, and now I am likely to lose you; you poor dear John! I could shed tears, but I will not make you unhappy on the last night we may be together. We will be merry, really merry this evening; to-morrow, after you are gone, shall be able to weep undisturbed.",the travelling companion_segment_35.txt," John was so unhappy he could eat nothing, and besides, gingerbread nuts were too hard for him . It was decided that John should come to the palace the next day, when the judges and the whole of the counsellors would"
"

	'You are sure you gave the man the right direction?' I asked, after we had driven through what seemed a wilderness of crescents, terraces, gardens, and squares.",lost in a london fog_segment_6.txt," 'You are sure you gave the man the right direction?' I asked, after we had driven through crescents, terraces, gardens, and squares ."
"

	But the traveller heard it, and just as the princess slipped through the window into her bedroom, and the magician turned round to fly back to the mountain, he seized him by the long black beard, and with his sabre cut off the wicked conjurors head just behind the shoulders, so that he could not even see who it was. He threw the body into the sea to the fishes, and after dipping the head into the water, he tied it up in a silk handkerchief, took it with him to the inn, and then went to bed. The next morning he gave John the handkerchief, and told him not to untie it till the princess asked him what she was thinking of. There were so many people in the great hall of the palace that they stood as thick as radishes tied together in a bundle. The council sat in their arm-chairs with the white cushions. The old king wore new robes, and the golden crown and sceptre had been polished up so that he looked quite smart. But the princess was very pale, and wore a black dress as if she were going to a funeral.",the travelling companion_segment_48.txt," The traveller heard it and just as the princess slipped through the window into her bedroom, the magician turned round to fly back to the mountain . He seized him by the long black beard, and with his sabre cut off the wicked conj"
"

	And I bluffed it through I had found out all about the 2. 18 pace, in which About Ben Ahem was to start.

	I said he would lose the first heat by pacing like a lame cow and then he would come back and skin âem alive after that. And to back up what I said I took thirty dollars out of my pocket and handed it to Mr. Wilbur Wessen and asked him, would he mind, after the first heat, to go down and place it on About Ben Ahem for whatever odds he could get. What I said was that I didnât want Bob French to see me and none of the swipes.",im a fool_segment_41.txt," I had found out all about the 2. 18 pace, in which About Ben Ahem was to start . I said he would lose the first heat by pacing like a lame cow and then he would come back and skin â�"
"

	'They are always busy about something, the little rogues,' said the mother, beaming with maternal pride; but the beetle felt it a bore, and he therefore inquired the way to the nearest dung-heap.",the beetle who went on his travels_segment_15.txt," 'They are always busy about something, the little rogues,' said the mother, beaming with maternal pride . But the beetle felt it a bore, and he therefore inquired the way to the nearest dung-heap ."
"

	The Woodman was in despair. The axe was all he possessed with which to make a living, and he had not money enough to buy a new one. As he stood wringing his hands and weeping, the god Mercury suddenly appeared and asked what the trouble was. The Woodman told what had happened, and straightway the kind Mercury dived into the pool. When he came up again he held a wonderful golden axe.",mercury and the woodman_segment_1.txt," The axe was all he possessed with which to make a living, and he had not money enough to buy a new one . As he stood wringing his hands and weeping, the god Mercury suddenly appeared and asked what the trouble was ."
"

	FOURTH EVENING

	'This evening I saw a German play acted,' said the Moon. 'It was in a little town. A stable had been turned into a theatre; that is to say, the stable had been left standing, and had been turned into private boxes, and all the timber work had been covered with coloured paper. A little iron chandelier hung beneath the ceiling, and that it might be made to disappear into the ceiling, as it does in great theatres, when the ting-ting of the prompter's bell is heard, a great inverted tub has been placed just above it.",what the moon saw_segment_11.txt, A stable had been turned into a theatre in a little town . A little iron chandelier hung beneath the ceiling . A great inverted tub was placed just above it .
"

	'Nonsense! you wouldn't know your own father in this mist. Let Jarvey alone and he will bring us safely home.'

	'We shall see,' I answered, grimly, as a splash of mud lit upon my nose, and the cab gave a perilous lurch in cutting round a sharp corner.

	Did any one ever find a policeman when he was wanted? I never did, though they are as thick as blackberries when they are not needed.",lost in a london fog_segment_12.txt," 'Nonsense! you wouldn't know your own father in this mist. Let Jarvey alone and he will bring us safely home.' 'We shall see,' I answered, grimly, as a splash of mud lit upon my nose"
"

	'There's a station! I shall stop and ask, for I'm not going slamming and splashing about any longer. Hi there, driver!' and I poked up the door with a vigor that would have startled the soundest sleeper.",lost in a london fog_segment_14.txt," There's a station! I shall stop and ask, for I'm not going slamming and splashing about any longer. Hi there, driver!' and I poked up the door with a vigor that would have startled the soundest sleeper"
"

	EIGHTEENTH EVENING

	'I looked down upon a great theatre,' said the Moon. 'The house was crowded, for a new actor was to make his first appearance that night. My rays glided over a little window in the wall, and I saw a painted face with the forehead pressed against the panes. It was the hero of the evening. The knighly beard curled crisply about the chin; but there were tears in the man's eyes, for he had been hissed off, and indeed with reason. The poor Incapable! But Incapables cannot be admitted into the empire of Art. He had deep feeling, and loved his art enthusiastically, but the art loved not him. The prompter's bell sounded; 'the hero enters with a determined air,' so ran the stage direction in his part, and he had to appear before an audience who turned him into ridicule. When the piece was over, I saw a form wrapped in a mantle, creeping down the steps: it was the vanquished knight of the evening. The scene-shifters whispered to one another, and I followed the poor fellow home to his room. To hang one's self is to die a mean death, and poison is not always at hand, I know; but he thought of both. I saw how he looked at his pale face in the glass, with eyes half closed, to see if he should look well as a corpse. A man may be very unhappy, and yet exceedingly affected. He thought of death, of suicide; I believe he pitied himself, for he wept bitterly, and when a man has had his cry out he doesn't kill himself.",what the moon saw_segment_56.txt," A new actor was to make his first appearance that night . He had deep feeling, and loved his art enthusiastically, but the art loved not him . The poor Incapable!"
"

	All of a sudden the cab stopped; the driver, not being a fixture, descended, and coming to the window, said, civilly,â

	'The fog is so thick, mum, I'm not quite sure if I'm right, but this is Colville Square.'

	'Don't know any such place. Colville Gardens is what we want. There's a church at the end, and trees in the middle, and 'â",lost in a london fog_segment_36.txt," 'The fog is so thick, mum, I'm not quite sure if I'm right, but this is Colville Square,' she says . 'There's a church at the end, and trees in the middle, and there's"
"

	TWENTY-EIGHTH EVENING

	'I will give you another picture of Sweden,' said the Moon. 'Among dark pine woods, near the melancholy banks of the Stoxen, lies the old convent church of Wreta. My rays glided through the grating into the roomy vaults, where kings sleep tranquilly in great stone coffins. On the wall, above the grave of each, is placed the emblem of earthly grandeur, a kingly crown; but it is made only of wood, painted and gilt, and is hung on a wooden peg driven into the wall. The worms have gnawed the gilded wood, the spider has spun her web from the crown down to the sand, like a mourning banner, frail and transient as the grief of mortals. How quietly they sleep! I can remember them quite plainly. I still see the bold smile on their lips, that so strongly and plainly expressed joy or grief. When the steamboat winds along like a magic snail over the lakes, a stranger often comes to the church, and visits the burial vault; he asks the names of the kings, and they have a dead and forgotten sound. He glances with a smile at the worm-eaten crowns, and if he happens to be a pious, thoughtful man, something of melancholy mingles with the smile. Slumber on, ye dead ones! The Moon thinks of you, the Moon at night sends down his rays into your silent kingdom, over which hangs the crown of pine wood.'",what the moon saw_segment_79.txt," 'Among dark pine woods, near the melancholy banks of the Stoxen, lies the old convent church of Wreta,' says the Moon . 'On the wall, above the grave of each, is placed the emblem of earthly"
"

	'Well, now I know the world,' said the beetle to himself; 'it's an abominable world; I'm the only respectable person in it. First, they refuse me my golden shoes; then I have to lie on damp linen, and to stand in a draught; and to crown all, they fasten a wife upon me. Then, when I have made a step forward in the world, and found out a comfortable position, just as I could wish it to be, one of these human boys comes and ties me up, and leaves me to the mercy of the wild waves, while the emperor's favorite horse goes prancing about proudly on his golden shoes. This vexes me more than anything. But it is useless to look for sympathy in this world. My career has been very interesting, but what's the use of that if nobody knows anything about it? The world does not deserve to be made acquainted with my adventures, for it ought to have given me golden shoes when the emperor's horse was shod, and I stretched out my feet to be shod, too. If I had received golden shoes I should have been an ornament to the stable; now I am lost to the stable and to the world. It is all over with me.'",the beetle who went on his travels_segment_27.txt," The beetle was tied up, tied up and left to the mercy of the wild waves, while the emperor's favorite horse goes prancing about proudly on his golden shoes . 'It is useless to look for sympathy in this world,' he"
"

	But that isnât what I want to tell my story about. We got home late in November and I promised mother Iâd quit the race horses for good. Thereâs a lot of things youâve got to promise a mother because she donât know any better.",im a fool_segment_12.txt, He promised mother Iâd quit the race horses for good . But that isn’t what I want to tell my story about .
"

	'I admire your honesty,' he said, 'and as a reward you may have all three axes, the gold and the silver as well as your own.'",mercury and the woodman_segment_4.txt," 'As a reward you may have all three axes, the gold and the silver as well as your own,' he said ."
"

	SIXTH EVENING

	'I've been in Upsala,' said the Moon: 'I looked down upon the great plain covered with coarse grass, and upon the barren fields. I mirrored my face in the Tyris river, while the steamboat drove the fish into the rushes. Beneath me floated the waves, throwing long shadows on the so-called graves of Odin, Thor, and Friga. In the scanty turf that covers the hill-side names have been cut. There is no monument here, no memorial on which the traveller can have his name carved, no rocky wall on whose surface he can get it painted; so visitors have the turf cut away for that purpose. The naked earth peers through in the form of great letters and names; these form a network over the whole hill. Here is an immortality, which lasts till the fresh turf grows!",what the moon saw_segment_18.txt," There is no monument here, no memorial on which the traveller can have his name carved, no rocky wall on whose surface he can get it painted . So visitors have the turf cut away for that purpose ."
"

	TWENTIETH EVENING

	It was more than a fortnight since the Moon had shone. Now he stood once more, round and bright, above the clouds, moving slowly onward. Hear what the Moon told me.",what the moon saw_segment_60.txt, It was more than a fortnight since the Moon had shone . Hear what the Moon told me .
"

	TWENTY-THIRD EVENING

	Hear what the Moon told me. 'Some years ago, here in Copenhagen, I looked through the window of a mean little room. The father and mother slept, but the little son was not asleep. I saw the flowered cotton curtains of the bed move, and the child peep forth. At first I thought he was looking at the great clock, which was gaily painted in red and green. At the top sat a cuckoo, below hung the heavy leaden weights, and the pendulum with the polished disc of metal went to and fro, and said 'tick, tick.' But no, he was not looking at the clock, but at his mother's spinning wheel, that stood just underneath it. That was the boy's favourite piece of furniture, but he dared not touch it, for if he meddled with it he got a rap on the knuckles. For hours together, when his mother was spinning, he would sit quietly by her side, watching the murmuring spindle and the revolving wheel, and as he sat he thought of many things. Oh, if he might only turn the wheel himself! Father and mother were asleep; he looked at them, and looked at the spinning wheel, and presently a little naked foot peered out of the bed, and then a second foot, and then two little white legs. There he stood. He looked round once more, to see if father and mother were still asleepâyes, they slept; and now he crept softly, softly, in his short little nightgown, to the spinning wheel, and began to spin. The thread flew from the wheel, and the wheel whirled faster and faster. I kissed his fair hair and his blue eyes, it was such a pretty picture.",what the moon saw_segment_66.txt," The Moon saw a little boy peep out of the bed and peep forth . He was not looking at the clock, but at his mother's spinning wheel . The thread flew from the wheel, and the wheel whirled faster and"
"

	I gave the order, and, eager to be rid of us at any price, our man rattled us up to the door at which a gray-haired gentleman was settling with his driver.",lost in a london fog_segment_28.txt," I gave the order, and, eager to be rid of us at any price, our man rattled us up to the door of a gray-haired gentleman ."
"

	'Then he whispered a word to the pleader, who called up the case of Chaganti Samashiva Rao, a young Brahmin accused of having sullied his caste by marrying an infidel. There was a commotion at the door, and then Rao appeared, struggling furiously in the arms of half a dozen muscular youngsters. The pleader explained that Rao had studied in Boston and that he had brought home with him a girl, a native of the land of the foreigners and a Christian, whom he had married according to the laws of the Americans. He had thus polluted himself, his father, his mother, his cow, and his caste. Here the pleader was silent for a few moments to let the atrocity of the crime soak into all hearts, and then he asked the assembly for a verdict. And the assembly shouted like one man: 'Let him lose caste. Drive him out. Drive him out.' But Rao rose and declared he was going to make a speech. He said he would tell the old fossils, including his Holiness Srimat Muniswamappa Rama-Swami, what he thought of them. There were roars of: 'Throw him out!' 'Stop his unclean mouth!'âand angry hands were raised. Hut his Holiness smiled a thin, mocking smile and bade the assembly he quiet and listen to what the defendant would have to say for himself. Rao acknowledged this permission with a sarcastic bow of gratitude, pulled out his cuffsâhe wore English clothesâand proceeded to shock the grave assembly greatly by declaring that he did not give a 'whoop in Hades'âsuch was the expression he used, he being a perfect English scholarâfor all the Brahmins, all the Swamis, and all the caste tribunals in the length and breadth of Hindustan, he had been brought into court by force, he indignantly complained, and he absolutely denied the power and the right of the assembly to punish him. For he had lived several years in America, had become an American citizen, and had voluntarily thrown away his caste as he would a pair of worn-out sandals. His Holiness interrupted him, saying that he would now pass sentence on him. But Rao exclaimed: 'Sentenceâthe devilâyou've neither the right nor the might to sentence me.' The Swami, never heeding the interruption, continued with a calm and even voice: 'I sentence you to the living death of the outcast until such time as you expiate your crime, acknowledge your errors, and regain your caste status, which you forfeit to-day, through the regular methods as laid down in the holy books. Your friends and relatives will assemble on the first unlucky day of next week, and will offer, as if to your manes, a libation in a pot of water which a slave girl shall dash against the walls of your house, and all who take part in this ceremony shall be regarded as impure for three days. Your friends and relatives shall not be permitted to accept your hospitality, nor shall you be allowed to share theirs. Your touch shall be pollution unspeakable. Your children shall be outcasts and shall not marry anybody but Mangs and Mahars. Your own father and mother shall be forbidden your house under the risk of losing caste. Neither your barber, your tailor, your cook, nor your washerwoman shall work for you. Nobody shall assist you in any way, not even at the funeral of a member of your household. You shall be debarred access to the templesâ'",strength of the little thin thread_segment_4.txt, Chaganti Samashiva Rao was accused of having sullied his caste by marrying an infidel . His Holiness Srimat Muniswamappa Rama-Swami sentenced him to the living death of the out
"

	Sometimes I hope I have cancer and die. I guess you know what I mean. We went in the launch across the bay to the train like that, and it was dark, too. She whispered and said it was like she and I could get out of the boat and walk on the water, and it sounded foolish, but I knew what she meant.",im a fool_segment_54.txt," Sometimes I hope I have cancer and die. I guess you know what I mean. We went in the launch across the bay to the train like that, and it was dark, too ."
"

	'My beams have kissed the wreath of immortelles on his grave, and this night they kissed the forehead of the old grandame, while in a dream the picture floated before her which thou mayest drawâthe poor boy on the throne of France.'",what the moon saw_segment_17.txt," 'My beams have kissed the wreath of immortelles on his grave, and this night they kissed the forehead of the old grandame, while in a dream the picture floated before her which thouest drawâ�"
"

	Listen to what I say, said the magician, you must choose something very easy, he is less likely to guess it then. Think of one of your shoes, he will never imagine it is that. Then cut his head off; and mind you do not forget to bring his eyes with you to-morrow night, that I may eat them.",the travelling companion_segment_40.txt," You must choose something very easy, he is less likely to guess it then . Think of one of your shoes, he will never imagine it is that . Then cut his head off; and mind you do not forget to bring his eyes"
"

	Iâm only telling you to get everything straight. At Sandusky, that afternoon I was at the fair, this young fellow with the two girls was fussed, being with the girls and losing his bet. You know how a fellow is that way. One of them was his girl and the other his sister. I had figured that out.",im a fool_segment_29.txt," At Sandusky, that afternoon I was at the fair, this young fellow with the two girls was fussed, being with the girls and losing his bet . You know how a fellow is that way. One of them was his girl"
"

	FIFTEENTH EVENING

	'I know a Pulcinella,' the Moon told me. 'The public applaud vociferously directly they see him. Every one of his movements is comic, and is sure to throw the house into convulsions of laughter; and yet there is no art in it allâit is complete nature. When he was yet a little boy, playing about with other boys, he was already Punch. Nature had intended him for it, and had provided him with a hump on his back, and another on his breast; but his inward man, his mind, on the contrary, was richly furnished. No one could surpass him in depth of feeling or in readiness of intellect. The theatre was his ideal world. If he had possessed a slender well-shaped figure, he might have been the first tragedian on any stage; the heroic, the great, filled his soul; and yet he had to become a Pulcinella. His very sorrow and melancholy did but increase the comic dryness of his sharply-cut features, and increased the laughter of the audience, who showered plaudits on their favourite. The lovely Columbine was indeed kind and cordial to him; but she preferred to marry the Harlequin. It would have been too ridiculous if beauty and ugliness had in reality paired together.",what the moon saw_segment_49.txt," 'The public applaud vociferously directly directly they see him. Every one of his movements is comic, and is sure to throw the house into convulsions of laughter. Yet there is no art in it allâ�"
"

	But the princess was still a witch, and she could not love John. His fellow-traveller had thought of that, so he gave John three feathers out of the swans wings, and a little bottle with a few drops in it. He told him to place a large bath full of water by the princess's bed, and put the feathers and the drops into it. Then, at the moment she was about to get into bed, he must give her a little push, so that she might fall into the water, and then dip her three times. This would destroy the power of the magician, and she would love him very much. John did all that his companion told him to do. The princess shrieked aloud when he dipped her under the water the first time, and struggled under his hands in the form of a great black swan with fiery eyes. As she rose the second time from the water, the swan had become white, with a black ring round its neck. John allowed the water to close once more over the bird, and at the same time it changed into a most beautiful princess. She was more lovely even than before, and thanked him, while her eyes sparkled with tears, for having broken the spell of the magician. The next day, the king came with the whole court to offer their congratulations, and stayed till quite late. Last of all came the travelling companion; he had his staff in his hand and his knapsack on his back. John kissed him many times and told him he must not go, he must remain with him, for he was the cause of all his good fortune. But the traveller shook his head, and said gently and kindly, No: my time is up now; I have only paid my debt to you. Do you remember the dead man whom the bad people wished to throw out of his coffin? You gave all you possessed that he might rest in his grave; I am that man. As he said this, he vanished.",the travelling companion_segment_51.txt," The princess shrieked aloud when he dipped her under the water the first time, and struggled under his hands in the form of a great black swan with fiery eyes . As she rose the second time from the water, the sw"
"

	'I looked through the open door. The staircase was brilliantly lighted: servants carrying wax candles in massive silver candlesticks stood there, and bowed low before an old woman, who was being brought downstairs in a litter. The proprietor of the house stood bare-headed, and respectfully imprinted a kiss on the hand of the old woman. She was his mother. She nodded in a friendly manner to him and to the servants, and they carried her into the dark narrow street, into a little house, that was her dwelling. Here her children had been born, from hence the fortune of the family had arisen. If she deserted the despised street and the little house, fortune would also desert her children. That was her firm belief.'",what the moon saw_segment_70.txt," 'I looked through the open door. The staircase was brilliantly lighted: servants carrying wax candles in massive silver candlesticks stood there, and bowed low before an old woman, who was being brought downstairs in a litter . The propriet"
"

	And me trying to pass myself off for a big-bug and a swellâto her, as decent a little body as God ever made. Craps amightyâa swell chance I got!",im a fool_segment_57.txt," Craps amightyâa swell chance I got!” – ""I was trying to pass myself off for a big-bug and a swell,"" he says . “She was as decent a little"
"

	'Young man, if you don't wake up and take us to Colville Gardens as quickly as possible, I shall report you to-morrow. I've got your number, and I shall get my friend, Mr. Peter Taylor, of Aubrey House, to attend to the matter. He's an M.P., and will see that you are fined for attempting to drive a cab when you know nothing of London.'",lost in a london fog_segment_24.txt," 'Young man, if you don't wake up and take us to Colville Gardens as quickly as possible, I shall report you to-morrow. I've got your number, and I shall get my friend, Mr. Peter Taylor"
"One day as an Ass was walking in the pasture, he found some Grasshoppers chirping merrily in a grassy corner of the field.",the ass and the grasshoppers_segment_0.txt, Ass found Grasshoppers chirping merrily in a grassy corner of the field . Ass was walking in the pasture .
"

	''Ah, the good woman! Well, I have noticed the book briefly. Undoubted talentâa welcome offeringâa flower in the garden of poetryâprettily brought outâand so on. But this other bookâI suppose the author expects me to purchase it? I hear it is praised. He has genius, certainly: don't you think so?'",what the moon saw_segment_35.txt," 'He has genius, certainly: don't you think so,' she says of the poet . 'I suppose the author expects me to purchase it?'"
"

	'From the Crystal Palace to Greenwich, I believe. Come in, M, and ask the man what the fare is,' I answered, dropping into a hall chair, and feeling as I imagine Robinson Crusoe did when he got home.",lost in a london fog_segment_41.txt," 'From the Crystal Palace to Greenwich, I believe. Come in, M, and ask the man what the fare is,' I said ."
"

	'I know whither his thoughts had strayed. At the farther end of the city, on the flat roof paved with porcelain, on which stood the handsome vases covered with painted flowers, sat the beauteous Pu, of the little roguish eyes, of the full lips, and of the tiny feet. The tight shoe pained her, but her heart pained her still more. She lifted her graceful round arm, and her satin dress rustled. Before her stood a glass bowl containing four gold-fish. She stirred the bowl carefully with a slender lacquered stick, very slowly, for she, too, was lost in thought. Was she thinking, perchance, how the fishes were richly clothed in gold, how they lived calmly and peacefully in their crystal world, how they were regularly fed, and yet how much happier they might be if they were free? Yes, that she could well understand, the beautiful Pu. Her thoughts wandered away from her home, wandered to the temple, but not for the sake of holy things. Poor Pu! Poor Soui-hong!",what the moon saw_segment_76.txt," At the farther end of the city, on the flat roof paved with porcelain, on which stood the handsome vases covered with painted flowers, sat the beauteous Pu, of the little roguish eyes, of"
"

	Early the next morning, John packed up his little bundle of clothes, and placed all his money, which consisted of fifty dollars and a few shillings, in his girdle; with this he determined to try his fortune in the world. But first he went into the churchyard; and, by his fathers grave, he offered up a prayer, and said, Farewell.",the travelling companion_segment_7.txt," John packed up his little bundle of clothes, and placed all his money, which consisted of fifty dollars and a few shillings, in his girdle . With this he determined to try his fortune in the world ."
"

	'Go along with you,' said the farrier.

	'You're a rude fellow,' cried the beetle, as he walked out of the stable; and then he flew for a short distance, till he found himself in a beautiful flower-garden, all fragrant with roses and lavender. The lady-birds, with red and black shells on their backs, and delicate wings, were flying about, and one of them said, 'Is it not sweet and lovely here? Oh, how beautiful everything is.'",the beetle who went on his travels_segment_4.txt," The beetle found himself in a flower garden, all fragrant with roses and lavender . He said, 'Is it not sweet and lovely here?'"
"

	'But last night the hideous little fellow went out of the town, quite alone, to the deserted churchyard. The wreath of flowers on Columbine's grave was already faded, and he sat down there. It was a study for a painter. As he sat with his chin on his hands, his eyes turned up towards me, he looked like a grotesque monumentâa Punch on a graveâpeculiar and whimsical! If the people could have seen their favourite, they would have cried as usual, 'Bravo, Pulcinella; bravo, bravissimo!''",what the moon saw_segment_53.txt," The wreath of flowers on Columbine's grave was already faded, and he sat down there . As he sat with his chin on his hands, his eyes turned up towards me, he looked like a grotesque monumentâ�"
"

	'Since that time a year had rolled by. Again a play was to be acted, but in a little theatre, and by a poor strolling company. Again I saw the well-remembered face, with the painted cheeks and the crisp beard. He looked up at me and smiled; and yet he had been hissed off only a minute beforeâhissed off from a wretched theatre, by a miserable audience. And tonight a shabby hearse rolled out of the town-gate. It was a suicideâour painted, despised hero. The driver of the hearse was the only person present, for no one followed except my beams. In a corner of the churchyard the corpse of the suicide was shovelled into the earth, and nettles will soon be growing rankly over his grave, and the sexton will throw thorns and weeds from the other graves upon it.'",what the moon saw_segment_57.txt," A year ago a play was to be acted, but in a little theatre, and by a poor strolling company . Again I saw the well-remembered face, with the painted cheeks and the crisp beard . He looked up"
"

	Think twice before you act.      8.3                Add  The Frogs and the Well to your library.     ",the frogs and the well_segment_1.txt, Add  The Frogs and the Well to your library .
"

	'Look, there's a respectable man just going into his house from that four-wheeled cab. Let us hail the whole concern, and get help of some sort.'",lost in a london fog_segment_27.txt," 'Look, there's a respectable man just going into his house from that four-wheeled cab. Let us hail the whole concern, and get help of some sort'"
"

	Now came the time for John to guess what she was thinking of; and oh, how kindly she looked at him as she spoke. But when he uttered the single word shoe, she turned as pale as a ghost; all her wisdom could not help her, for he had guessed rightly. Oh, how pleased the old king was! It was quite amusing to see how he capered about. All the people clapped their hands, both on his account and John's, who had guessed rightly the first time. His fellow-traveller was glad also, when he heard how successful John had been. But John folded his hands, and thanked God, who, he felt quite sure, would help him again; and he knew he had to guess twice more. The evening passed pleasantly like the one preceding.",the travelling companion_segment_44.txt," John guessed what she was thinking of, but when he uttered the word shoe, she turned as pale as a ghost . Oh, how pleased the old king was! All the people clapped their hands, both on his account and John"
"

	'Why do you look so woebegone?' asked the Kite.

	'I want to get married,' replied the Eagle, 'and I can't find a mate who can provide for me as I should like.'

	'Take me,' said the Kite; 'I am very strong, stronger even than you!'

	'Do you really think you can provide for me?' asked the Eagle eagerly.

	'Why, of course,' replied the Kite. 'That would be a very simple matter. I am so strong I can carry away an Ostrich in my talons as if it were a feather!'",the eagle and the kite_segment_1.txt," The Eagle and a Kite want to get married, but the Kite can't find a mate who can provide for me as I should like . The Kite is so strong I can carry away an Ostrich in my tal"
"

	The town was perfectly still when the clocks struck a quarter to twelve. Presently the window opened, and the princess, who had large black wings to her shoulders, and a long white mantle, flew away over the city towards a high mountain. The fellow-traveller, who had made himself invisible, so that she could not possibly see him, flew after her through the air, and whipped the princess with his rod, so that the blood came whenever he struck her. Ah, it was a strange flight through the air! The wind caught her mantle, so that it spread out on all sides, like the large sail of a ship, and the moon shone through it. How it hails, to be sure! said the princess, at each blow she received from the rod; and it served her right to be whipped.",the travelling companion_segment_38.txt," The town was perfectly still when the clocks struck a quarter to twelve . Presently the princess, who had large black wings to her shoulders, and a long white mantle, flew away over the city . The fellow-traveller,"
"

	When the young Larks told their mother what they had heard that day, she said:

	'Then we must be off at once. When a man decides to do his own work and not depend on any one else, then you may be sure there will be no more delay.'",the lark and her young ones_segment_4.txt," When a man decides to do his own work and not depend on any one else, then you may be sure there will be no more delay,' she said ."
"

	We had been to tea with some friends in Shaftesbury Terrace, and were so busy with our gossip that the evening slipped away unperceived till the clock struck half-past ten. We were two lone ladies, and had meant to leave early, as we were strangers in London and had some way to drive; so our dismay on discovering the lateness of the hour may be imagined.",lost in a london fog_segment_0.txt," We had been to tea with some friends in Shaftesbury Terrace, and were so busy with our gossip that the evening slipped away unperceived till the clock struck half-past ten ."
"

	'Is that the Ostrich you talked about?' said the Eagle in disgust.

	'To win you I would have said and promised anything,' replied the Kite.

	Everything is fair in love.

	9.5                Add  The Eagle And The Kite to your library.     ",the eagle and the kite_segment_3.txt, The Eagle And The Kite is a collection of The Eagle and the Kite . The Eagle talks about the Ostrich in disgust . He asks: 'To win you I would have said and promised anything'
"A Stork of a very simple and trusting nature had been asked by a gay party of Cranes to visit a field that had been newly planted. But the party ended dismally with all the birds entangled in the meshes of the Farmer's net.

	The Stork begged the Farmer to spare him.

	'Please let me go,' he pleaded. 'I belong to the Stork family who you know are honest and birds of good character. Besides, I did not know the Cranes were going to steal.'",the farmer and the stork_segment_0.txt, A Stork of a simple and trusting nature had been asked by a party of Cranes to visit a field that had been newly planted . But the party ended dismally with all the birds entangled in the meshes of the Farmer's net
"

	''What are you looking at?' he asked.

	''I'm watching the stork,' she replied: 'our neighbors told me that he would bring us a little brother or sister to-day; let us watch to see it come!'",what the moon saw_segment_43.txt, She said: 'our neighbors told me that he would bring us a little brother or sister to-day'
"

	So he cut off the wings of the dead swan with one blow, and carried them away with him.

	They now continued their journey over the mountains for many miles, till they at length reached a large city, containing hundreds of towers, that shone in the sunshine like silver. In the midst of the city stood a splendid marble palace, roofed with pure red gold, in which dwelt the king. John and his companion would not go into the town immediately; so they stopped at an inn outside the town, to change their clothes; for they wished to appear respectable as they walked through the streets. The landlord told them that the king was a very good man, who never injured any one: but as to his daughter, Heaven defend us!",the travelling companion_segment_27.txt," John cut off the wings of the dead swan with one blow, and carried them away with him . They continued their journey over the mountains for many miles, till they at length reached a large city, containing hundreds of towers, that"
"

	'You speak without knowing the facts,' replied the beetle; 'don't you see that I am a prisoner?'

	'Ah, but I'm not a prisoner,' remarked the fly, and away he flew.",the beetle who went on his travels_segment_26.txt," 'You speak without knowing the facts,' replied the beetle, 'don't you see that I am a prisoner?' 'Ah, but I'm not a prisoner,' remarked the fly, and away he flew ."
"

	He had his sister with him and another girl and the sister looked around over his shoulder, accidental at first, not intending to start anythingâshe wasnât that kindâand her eyes and mine happened to meet.",im a fool_segment_18.txt," He had his sister with him and another girl and the sister looked around over his shoulder, accidental at first, not intending to start anythingâ and her eyes and mine happened to meet ."
