text,topic,summary
"There was once upon a time a young peasant named Hans, whose uncle wanted to find him a rich wife. He therefore seated Hans behind the stove, and had it made very hot. Then he fetched a pot of milk and plenty of white bread, gave him a bright newly-coined farthing in his hand, and said, 'Hans, hold that farthing fast, crumble the white bread into the milk, and stay where you are, and do not stir from that spot till I come back.' 'Yes,' said Hans, 'I will do all that.' Then the wooer put on a pair of old patched trousers, went to a rich peasant's daughter in the next village, and said, 'Won't you marry my nephew Hansâ-you will get an honest and sensible man who will suit you?' The covetous father asked, 'How is it with regard to his means? Has he bread to break?' 'Dear friend,' replied the wooer, 'my young nephew has a snug berth, a nice bit of money in hand, and plenty of bread to break, besides he has quite as many patches as I have,' (and as he spoke, he slapped the patches on his trousers, but in that district small pieces of land were called patches also.) 'If you will give yourself the trouble to go home with me, you shall see at once that all is as I have said.' Then the miser did not want to lose this good opportunity, and said, 'If that is the case, I have nothing further to say against the marriage.'",hans married_segment_0.txt," A young peasant's uncle wanted to find him a rich wife . The wooer put on a pair of old patched trousers, went to a rich peasant's daughter in the next village, and said, 'Won't you marry my"
"

	When the King saw him, he said to his huntsmen, 'Now chase him all day long till night-fall, but take care that no one does him any harm.'",little brother and little sister_segment_15.txt," When the King saw him, he said to his huntsmen, 'Now chase him all day long till night-fall, but take care that no one does him any harm'"
"

	So he walked for a long time and always said, 'Not much, not much, not much.' Then he passed by a company of fishermen and said, 'God speed you! not much, not much, not much.' 'What sayst thou churl, 'not much?'' And when the net was drawn out they had not caught much fish. So one of them fell on the youth with a stick and said, 'Hast thou never seen me threshing?' 'What ought I to say, then?' asked the youth. 'Thou must say, 'Get it full, get it full.'' After this he again walked a long time, and said, 'Get it full, get it full,' until he came to the gallows, where they had got a poor sinner whom they were about to hang. Then said he, 'Good morning; get it full, get it full.' 'What sayst thou, knave, get it full? Dost thou want to make out that there are still more wicked people in the world is not this enough?' And he again got some blows on his back. 'What am I to say, then?' said he. 'Thou must say, may God have pity on the poor soul.'",going a travelling_segment_1.txt," The youth walked for a long time and always said, 'Not much, not much' Then he passed by a company of fishermen and said, ""God speed you!"" 'What sayst thou churl, 'not much?' '"
"There were once upon a time two sisters, one of whom had no children and was rich, and the other had five and was a widow, and so poor that she no longer had food enough to satisfy herself and her children. In her need, therefore, she went to her sister, and said, 'My children and I are suffering the greatest hunger; thou art rich, give me a mouthful of bread.' The very rich sister was as hard as a stone, and said, 'I myself have nothing in the house,' and drove away the poor creature with harsh words. After some time the husband of the rich sister came home, and was just going to cut himself a piece of bread, but when he made the first cut into the loaf, out flowed red blood. When the woman saw that she was terrified and told him what had occurred. He hurried away to help the widow and her children, but when he entered her room, he found her praying. She had her two youngest children in her arms, and the three eldest were lying dead. He offered her food, but she answered, 'For earthly food have we no longer any desire. God has already satisfied the hunger of three of us, and he will hearken to our supplications likewise.' Scarcely had she uttered these words than the two little ones drew their last breath, whereupon her heart broke, and she sank down dead.",gods food_segment_0.txt," There were once upon a time two sisters, one of whom had no children and was rich, and the other had five and was a widow . In her need, therefore, she went to her sister, and said, 'My children"
"

	'Oh, I ate that!' replied Brother Lustig, and hastily swept up the gold. 'You may trust what I say.' 'But how can that be true,' said St. Peter, 'when a lamb has no heart?' 'Eh, what, brother, what can you be thinking of? Lambs have hearts like other animals, why should only they have none?' 'Well, so be it,' said St. Peter, 'keep the gold to yourself, but I will stay with you no longer; I will go my way alone.' 'As you like, dear brother,' answered Brother Lustig. 'Farewell.'",brother lustig_segment_4.txt," St. Peter: 'How can that be true when a lamb has no heart?' 'Eh, what, brother, what can you be thinking of? Lambs have hearts like other animals, why should only they have none?' '"
"

	On this the King was satisfied, and the other continued, 'In fourteen days, I will come and fetch it.' Thereupon he summoned together all the tailors in the whole kingdom, and they were to sit for fourteen days and sew a sack. And when it was ready, the strong one who could tear up trees had to take it on his back, and go with it to the King. Then said the King, 'Who can that strong fellow be who is carrying a bundle of linen on his back that is as big as a house?' and he was alarmed and said, 'What a lot of gold he can carry away!' Then he commanded a ton of gold to be brought; it took sixteen of his strongest men to carry it, but the strong one snatched it up in one hand, put it in his sack, and said, 'Why don't you bring more at the same time? that hardly covers the bottom!' Then, little by little, the King caused all his treasure to be brought thither, and the strong one pushed it into the sack, and still the sack was not half full with it. 'Bring more,' cried he, 'these few crumbs don't fill it.' Then seven thousand carts with gold had to be gathered together in the whole kingdom, and the strong one thrust them and the oxen harnessed to them into his sack. 'I will examine it no longer,' said he, 'but will just take what comes, so long as the sack is but full.' When all that was inside, there was still room for a great deal more; Then he said, 'I will just make an end of the thing; people do sometimes tie up a sack even when it is not full.' So he took it on his back, and went away with his comrades. When the King now saw how one single man was carrying away the entire wealth of the country, he became enraged, and bade his horsemen mount and pursue the six, and ordered them to take the sack away from the strong one. Two regiments speedily overtook the six, and called out, 'You are prisoners, put down the sack with the gold, or you will all be cut to pieces!' 'What say you?' cried the blower, 'that we are prisoners! Rather than that should happen, all of you shall dance about in the air.' And he closed one nostril, and with the other blew on the two regiments. Then they were driven away from each other, and carried into the blue sky over all the mountains one here, the other there. One sergeant cried for mercy; he had nine wounds, and was a brave fellow who did not deserve ill treatment. The blower stopped a little so that he came down without injury, and then the blower said to him, 'Now go home to thy King, and tell him he had better send some more horsemen, and I will blow them all into the air.' When the King was informed of this he said, 'Let the rascals go. They have the best of it.' Then the six conveyed the riches home, divided it amongst them, and lived in content until their death.",how six men got on in the world_segment_4.txt," The strong one who could tear up trees had to take it on his back, and go with it to the King . The King summoned together all the tailors in the whole kingdom, and they were to sit for 14 days and sew"
"

	The forester, however, had an old cook, who one evening took two pails and began to fetch water, and did not go once only, but many times, out to the spring. Lina saw this and said, 'Hark you, old Sanna, why are you fetching so much water?' 'If thou wilt never repeat it to anyone, I will tell thee why.' So Lina said, no, she would never repeat it to anyone, and then the cook said, 'Early to-morrow morning, when the forester is out hunting, I will heat the water, and when it is boiling in the kettle, I will throw in Fundevogel, and will boil him in it.'",fundevogel bird foundling_segment_2.txt," The forester had an old cook who one evening took two pails and began to fetch water, and did not go once only, but many times, out to the spring . Lina saw this and said, 'Hark you"
"

	Ferdinand the Faithful went into the stable to his white horse, and complained and lamented, 'Oh, what an unhappy man I am!' Then someone behind him cried, 'Ferdinand the Faithful, why weepest thou?' He looked round but saw no one, and went on lamenting; 'Oh, my dear little white horse, now must I leave thee; now must I die.' Then some one cried once more, 'Ferdinand the Faithful, why weepest thou?' Then for the first time he was aware that it was his little white horse who was putting that question. 'Dost thou speak, my little white horse; canst thou do that?' And again, he said, 'I am to go to this place and to that, and am to bring the bride; canst thou tell me how I am to set about it?' Then answered the little white horse, 'Go thou to the King, and say if he will give thou what thou must have, thou wilt get her for him. If he will give thee a ship full of meat, and a ship full of bread, it will succeed. Great giants dwell on the lake, and if thou takest no meat with thee for them, they will tear thee to pieces, and there are the large birds which would pick the eyes out of thy head if thou hadst no bread for them.' Then the King made all the butchers in the land kill, and all the bakers bake, that the ships might be filled. When they were full, the little white horse said to Ferdinand the Faithful, 'Now mount me, and go with me into the ship, and then when the giants come, say,",ferdinand the faithful_segment_6.txt," Ferdinand the Faithful went into the stable to his white horse, and complained and lamented, 'Oh, what an unhappy man I am!' The King made all the butchers in the land kill, and all the bakers bake,"
"A King had a daughter who was beautiful beyond all measure, but so proud and haughty withal that no suitor was good enough for her. She sent away one after the other, and ridiculed them as well.",king thrushbeard_segment_0.txt," A King had a daughter who was beautiful beyond all measure, but so proud and haughty withal that no suitor was good enough for her . She sent away one after the other, and ridiculed them as well ."
"

	For the first time she succeeded well, for the people were glad to buy the woman's wares because she was good-looking, and they paid her what she asked; many even gave her the money and left the pots with her as well. So they lived on what she had earned as long as it lasted, then the husband bought a lot of new crockery. With this she sat down at the corner of the market-place, and set it out round about her ready for sale. But suddenly there came a drunken hussar galloping along, and he rode right amongst the pots so that they were all broken into a thousand bits. She began to weep, and did now know what to do for fear. 'Alas! what will happen to me?' cried she; 'what will my husband say to this?'",king thrushbeard_segment_13.txt, A drunken hussar rode among the pots so that they were all broken into a thousand bits .
"

	After a year had passed the King took to himself another wife. She was a beautiful woman, but proud and haughty, and she could not bear that anyone else should surpass her in beauty. She had a wonderful looking-glass, and when she stood in front of it and looked at herself in it, and saidâ-

	'Looking-glass, Looking-glass, on the wall, Who in this land is the fairest of all?'

	the looking-glass answeredâ-",little snow white_segment_2.txt," After a year had passed the King took to himself another wife . She was a beautiful woman, but proud and haughty, and could not bear that anyone else should surpass her in beauty ."
"

	'Good day, old dame,' said the King's daughter; 'what are you doing there?' 'I am spinning,' said the old woman, and nodded her head. 'What sort of thing is that, that rattles round so merrily?' said the girl, and she took the spindle and wanted to spin too. But scarcely had she touched the spindle when the magic decree was fulfilled, and she pricked her finger with it.",briar rose_segment_7.txt," 'Good day, old dame,' said the King's daughter; 'what are you doing there?' 'I am spinning,' said an old woman, and nodded her head . 'What sort of thing is that, that rattles"
"

	Not long afterwards, there was once more great scarcity in all parts, and the children heard their mother saying at night to their father, 'Everything is eaten again, we have one half loaf left, and after that there is an end. The children must go, we will take them farther into the wood, so that they will not find their way out again; there is no other means of saving ourselves!' The man's heart was heavy, and he thought 'it would be better for thee to share the last mouthful with thy children.' The woman, however, would listen to nothing that he had to say, but scolded and reproached him. He who says A must say B, likewise, and as he had yielded the first time, he had to do so a second time also.",hansel and gretel_segment_5.txt," Not long afterwards, there was once more great scarcity in all parts, and the children heard their mother saying at night to their father, 'Everything is eaten again, we have one half loaf left, and after that there is an end"
"

	8.7                ",king thrushbeard_segment_20.txt, 7.7.7: 7.8: 7:8.8.9: 9:8: 8:10: 10:11:12:13:     8:14:11.7  
"

	The old woman had only pretended to be so kind; she was in reality a wicked witch, who lay in wait for children, and had only built the little house of bread in order to entice them there. When a child fell into her power, she killed it, cooked and ate it, and that was a feast day with her. Witches have red eyes, and cannot see far, but they have a keen scent like the beasts, and are aware when human beings draw near. When Hansel and Gretel came into her neighborhood, she laughed maliciously, and said mockingly, 'I have them, they shall not escape me again!' Early in the morning before the children were awake, she was already up, and when she saw both of them sleeping and looking so pretty, with their plump red cheeks, she muttered to herself, 'That will be a dainty mouthful!' Then she seized Hansel with her shrivelled hand, carried him into a little stable, and shut him in with a grated door. He might scream as he liked, that was of no use. Then she went to Gretel, shook her till she awoke, and cried, 'Get up, lazy thing, fetch some water, and cook something good for thy brother, he is in the stable outside, and is to be made fat. When he is fat, I will eat him.' Gretel began to weep bitterly, but it was all in vain, she was forced to do what the wicked witch ordered her.",hansel and gretel_segment_12.txt," When a child fell into her power, she killed it, cooked and ate it, and that was a feast day with her . When Hansel and Gretel came into her neighborhood, she laughed maliciously, and said mockingly,"
"

	But by this time the hundred years had just passed, and the day had come when Briar-rose was to awake again. When the King's son came near to the thorn-hedge, it was nothing but large and beautiful flowers, which parted from each other of their own accord, and let him pass unhurt, then they closed again behind him like a hedge. In the castle-yard he saw the horses and the spotted hounds lying asleep; on the roof sat the pigeons with their heads under their wings. And when he entered the house, the flies were asleep upon the wall, the cook in the kitchen was still holding out his hand to seize the boy, and the maid was sitting by the black hen which she was going to pluck.",briar rose_segment_12.txt," When the King's son came near to the thorn-hedge, it was nothing but large and beautiful flowers, which parted from each other of their own accord, and let him pass unhurt . In the castle-yard he saw"
"There was once a forester who went into the forest to hunt, and as he entered it he heard a sound of screaming as if a little child were there. He followed the sound, and at last came to a high tree, and at the top of this a little child was sitting, for the mother had fallen asleep under the tree with the child, and a bird of prey had seen it in her arms, had flown down, snatched it away, and set it on the high tree.",fundevogel bird foundling_segment_0.txt," A forester went into the forest to hunt, and as he entered it he heard a sound of screaming as if a little child were there . A bird of prey had seen it in her arms, had flown down, snatched it away"
"

	Hans comes to Grethel. 'Good day, Grethel.' 'Good day, Hans.' 'What good thing dost thou bring?' 'I bring nothing, but would have something given.' Grethel presents Hans with a calf. 'Good-bye, Grethel.' 'Good-bye, Hans.'",clever hans_segment_6.txt," Grethel presents Hans with a calf . 'I bring nothing, but would have something given,' says Hans ."
"

	Now when they found a little brook leaping brightly over the stones, the brother was going to drink out of it, but the sister heard how it said as it ran, 'Who drinks of me will be a tiger; who drinks of me will be a tiger.' Then the sister cried, 'Pray, dear brother, do not drink, or you will become a wild beast, and tear me to pieces.' The brother did not drink, although he was so thirsty, but said, 'I will wait for the next spring.'",little brother and little sister_segment_4.txt," The brother was going to drink out of a brook, but the sister heard how it said as it ran, 'Who drinks of me will be a tiger' Then the sister cried, 'Pray, dear brother, do not"
"

	'How fares my child, how fares my roe? Once will I come, then never more.'

	And she nursed the child as she was wont to do before she disappeared. The King dared not speak to her, but on the next night he watched again. Then she saidâ-",little brother and little sister_segment_25.txt," The King dared not speak to her, but on the next night he watched again . She said: 'How fares my child, how fares my roe? Once will I come, then never more'"
"

	5.7                ",frau trude_segment_1.txt, 5.5.7.7 . 5.6.7    5.3.4.6 . 7.7:   7.3: 7.5: 5.4: 6.6: 5
"

	When they came to the next brook the sister heard this also say, 'Who drinks of me will be a wolf; who drinks of me will be a wolf.' Then the sister cried out, 'Pray, dear brother, do not drink, or you will become a wolf, and devour me.' The brother did not drink, and said, 'I will wait until we come to the next spring, but then I must drink, say what you like; for my thirst is too great.'",little brother and little sister_segment_5.txt," When they came to the next brook the sister heard this also say, 'Who drinks of me will be a wolf' Then the sister cried out, 'Pray, dear brother, do not drink, or you will become a"
"

	'Looking-glass, Looking-glass, on the wall, Who in this land is the fairest of all?'

	the glass answeredâ-",little snow white_segment_34.txt," 'Who in this land is the fairest of all?' asked . 'Looking-glass, Looking-Glass, on the wall, on a wall, Who in this country is the fairest of all?â"
"

	Now the six came to a town where the King had proclaimed that whosoever ran a race with his daughter and won the victory, should be her husband, but whosoever lost it, must lose his head. Then the man presented himself and said, 'I will, however, let my servant run for me.' The King replied, 'Then his life also must be staked, so that his head and thine are both set on the victory.' When that was settled and made secure, the man buckled the other leg on the runner, and said to him, 'Now be nimble, and help us to win.' It was fixed that the one who was first to bring some water from a far distant well was to be the victor. The runner received a pitcher, and the King's daughter one too, and they began to run at the same time, but in an instant, when the King's daughter had got a very little way, the people who were looking on could see no more of the runner, and it was just as if the wind had whistled by. In a short time he reached the well, filled his pitcher with water, and turned back. Half-way home, however, he was overcome with fatigue, and set his pitcher down, lay down himself, and fell asleep. He had, however, made a pillow of a horse's skull which was lying on the ground, in order that he might lie uncomfortably, and soon wake up again. In the meantime the King's daughter, who could also run very well quite as well as any ordinary mortal can had reached the well, and was hurrying back with her pitcher full of water, and when she saw the runner lying there asleep, she was glad and said, 'My enemy is delivered over into my hands,' emptied his pitcher, and ran on. And now all would have been lost if by good luck the huntsman had not been standing at the top of the castle, and had not seen everything with his sharp eyes. Then said he, 'The King's daughter shall still not prevail against us;' and he loaded his gun, and shot so cleverly, that he shot the horse's skull away from under the runner's head without hurting him. Then the runner awoke, leapt up, and saw that his pitcher was empty, and that the King's daughter was already far in advance. He did not lose heart, however, but ran back to the well with his pitcher, again drew some water, and was at home again, ten minutes before the King's daughter. 'Behold!' said he, 'I have not bestirred myself till now, it did not deserve to be called running before.'",how six men got on in the world_segment_1.txt," The King had proclaimed that whosoever ran a race with his daughter and won the victory, should be her husband . The runner, however, was overcome with fatigue, and set his pitcher down, lay down himself, and fell asleep"
"

	And when they had gone a very long way they came at last to a little house, and the girl looked in; and as it was empty, she thought, 'We can stay here and live.' Then she sought for leaves and moss to make a soft bed for the roe; and every morning she went out and gathered roots and berries and nuts for herself, and brought tender grass for the roe, who ate out of her hand, and was content and played round about her. In the evening, when the sister was tired, and had said her prayer, she laid her head upon the roebuck's back: that was her pillow, and she slept softly on it. And if only the brother had had his human form it would have been a delightful life.",little brother and little sister_segment_9.txt," The girl looked in a little house, and as it was empty, she thought, 'We can stay here and live' Then she sought for leaves and moss to make a soft bed for the roe . Every morning she went out"
"

	then it answered as beforeâ-

	'Oh, Queen, thou art fairest of all I see, But over the hills, where the seven dwarfs dwell, Snow-white is still alive and well,

	And none is so fair as she.'

	When she heard the glass speak thus she trembled and shook with rage. 'Snow-white shall die,' she cried, 'even if it costs me my life!'",little snow white_segment_23.txt," 'Snow-white shall die,' she cried, 'even if it costs me my life!' 'Oh, Queen, thou art fairest of all I see, But over the hills, where the seven dwarfs dwell, Snow-"
"

	And, in the very moment when she felt the prick, she fell down upon the bed that stood there, and lay in a deep sleep. And this sleep extended over the whole palace; the King and Queen who had just come home, and had entered the great hall, began to go to sleep, and the whole of the court with them. The horses, too, went to sleep in the stable, the dogs in the yard, the pigeons upon the roof, the flies on the wall; even the fire that was flaming on the hearth became quiet and slept, the roast meat left off frizzling, and the cook, who was just going to pull the hair of the scullery boy, because he had forgotten something, let him go, and went to sleep. And the wind fell, and on the trees before the castle not a leaf moved again.",briar rose_segment_8.txt," The King and Queen who had just come home, and had entered the great hall, began to go to sleep . The horses, too, went to sleep in the stable, the dogs in the yard, the pigeons upon the roof"
"

	But the old King, when he saw that his daugher did nothing but mock the people, and despised all the suitors who were gathered there, was very angry, and swore that she should have for her husband the very first beggar that came to his doors.",king thrushbeard_segment_3.txt," But the old King, when he saw that his daugher did nothing but mock the people, and despised all the suitors who were gathered there, was very angry . He swore that she should have for her husband the very first"
"

	'No,' said Snow-white, 'I dare not take anything.' 'Are you afraid of poison?' said the old woman; 'look, I will cut the apple in two pieces; you eat the red cheek, and I will eat the white.' The apple was so cunningly made that only the red cheek was poisoned. Snow-white longed for the fine apple, and when she saw that the woman ate part of it she could resist no longer, and stretched out her hand and took the poisonous half. But hardly had she a bit of it in her mouth than she fell down dead. Then the Queen looked at her with a dreadful look, and laughed aloud and said, 'White as snow, red as blood, black as ebony-wood! this time the dwarfs cannot wake you up again.'",little snow white_segment_26.txt," Snow-white longed for the fine apple, and when she saw that the woman ate part of it she could resist no longer, and stretched out her hand and took the poisonous half . But hardly had she a bit of it in"
"

	The children were, however, still awake and had heard the conversation. When the old folks were asleep, Hansel again got up, and wanted to go out and pick up pebbles as he had done before, but the woman had locked the door, and Hansel could not get out. Nevertheless he comforted his little sister, and said, 'Do not cry, Gretel, go to sleep quietly, the good God will help us.'",hansel and gretel_segment_6.txt," The children were, however, still awake and had heard the conversation . When the old folks were asleep, Hansel again got up, and wanted to go out and pick up pebbles as he had done before, but the woman"
"

	She took the keys and the egg, and promised to obey him in everything. When he was gone, she went all round the house from the bottom to the top, and examined everything. The rooms shone with silver and gold, and she thought she had never seen such great splendour. At length she came to the forbidden door; she wished to pass it by, but curiosity let her have no rest. She examined the key, it looked just like any other; she put it in the keyhole and turned it a little, and the door sprang open. But what did she see when she went in? A great bloody basin stood in the middle of the room, and therein lay human beings, dead and hewn to pieces, and hard by was a block of wood, and a gleaming axe lay upon it. She was so terribly alarmed that the egg which she held in her hand fell into the basin. She got it out and washed the blood off, but in vain, it appeared again in a moment. She washed and scrubbed, but she could not get it out.",fitchers bird_segment_1.txt," The rooms shone with silver and gold, and she thought she had never seen such great splendour . At length she came to the forbidden door; she wished to pass it by, but curiosity let her have no rest . She examined the"
"There was once on a time an old king who was ill, and thought to himself, 'I am lying on what must be my death-bed.' Then said he, 'Tell Faithful John to come to me.' Faithful John was his favourite servant, and was so called, because he had for his whole life long been so true to him. When therefore he came beside the bed, the King said to him, 'Most faithful John, I feel my end approaching, and have no anxiety except about my son. He is still of tender age, and cannot always know how to guide himself. If thou dost not promise me to teach him everything that he ought to know, and to be his foster-father, I cannot close my eyes in peace.' Then answered Faithful John, 'I will not forsake him, and will serve him with fidelity, even if it should cost me my life.' On this, the old King said, 'Now I die in comfort and peace.' Then he added, 'After my death, thou shalt show him the whole castle: all the chambers, halls, and vaults, and all the treasures which lie therein, but the last chamber in the long gallery, in which is the picture of the princess of the Golden Dwelling, shalt thou not show. If he sees that picture, he will fall violently in love with her, and will drop down in a swoon, and go through great danger for her sake, therefore thou must preserve him from that.' And when Faithful John had once more given his promise to the old King about this, the King said no more, but laid his head on his pillow, and died.",faithful john_segment_0.txt," Faithful John was his favourite servant, and was so called because he had for his whole life long been so true to him . When therefore he came beside the bed, the King said to him, 'Most faithful John, I feel"
"

	He, however, always rode on his white horse, and once when he was seated on it, it told him that he was to go on to the heath which he knew, and gallop three times round it. And when he had done that, the white horse stood up on its hind legs, and was changed into a King's son.

	9.8                ",ferdinand the faithful_segment_10.txt, He was changed into a King's son after galloping three times round a heath he knew .
"

	From this time forth no one invited the cat to be god-mother, but when the winter had come and there was no longer anything to be found outside, the mouse thought of their provision, and said, 'Come cat, we will go to our pot of fat which we have stored up for ourselvesâ-we shall enjoy that.' 'Yes,' answered the cat, 'you will enjoy it as much as you would enjoy sticking that dainty tongue of yours out of the window.' They set out on their way, but when they arrived, the pot of fat certainly was still in its place, but it was empty. 'Alas!' said the mouse, 'now I see what has happened, now it comes to light! You are a true friend! You have devoured all when you were standing godmother. First top off, then half done, then â.' 'Will you hold your tongue,' cried the cat, 'one word more and I will eat you too.' 'All gone' was already on the poor mouse's lips; scarcely had she spoken it before the cat sprang on her, seized her, and swallowed her down. Verily, that is the way of the world.",cat and mouse in partnership_segment_3.txt," The cat devoured all when you were standing godmother . 'Will you hold your tongue,' cried the cat, 'one word more and I will eat you too.' 'Alas!' said the mouse, 'now I see what"
"

	'What is the matter?' 'I should very much like to know if Catherine is in?' 'Yes, yes,' replied Frederick, 'she must be in and asleep.'",frederick and catherine_segment_5.txt," Frederick asked Frederick to know if Catherine was in and asleep . Frederick replied: 'Yes, yes, yes,' replied Frederick, 'she must be asleep'"
"

	The King's daughter was now a kitchen-maid, and had to be at the cook's beck and call, and do the dirtiest work. In both her pockets she fastened a little jar, in which she took home her share of the leavings, and upon this they lived.",king thrushbeard_segment_15.txt," The King's daughter was now a kitchen-maid, and had to be at the cook's beck and call, and do the dirtiest work . In both her pockets she fastened a little jar, in which she took home her"
"

	When they had walked for two hours, they came to a great piece of water. 'We cannot get over,' said Hansel, 'I see no foot-plank, and no bridge.' 'And no boat crosses either,' answered Gretel, 'but a white duck is swimming there; if I ask her, she will help us over.' Then she cried,",hansel and gretel_segment_16.txt," Hansel and Gretel walked for two hours on a piece of water, but couldn't get over . Gretel cried, 'A white duck is swimming there; if I ask her, she will help us over' Hansel said"
"

	But the wicked woman when she had reached home went in front of the glass and askedâ-

	'Looking-glass, Looking-glass, on the wall, Who in this land is the fairest of all?'

	and it answered as beforeâ-

	'Oh, Queen, thou art fairest of all I see, But over the hills, where the seven dwarfs dwell, Snow-white is still alive and well,",little snow white_segment_19.txt," Snow-white is still alive and well, says the author ."
"

	The King and the huntsmen saw the pretty creature, and started after him, but they could not catch him, and when they thought that they surely had him, away he sprang through the bushes and could not be seen. When it was dark he ran to the cottage, knocked, and said, 'My little sister, let me in.' Then the door was opened for him, and he jumped in, and rested himself the whole night through upon his soft bed.",little brother and little sister_segment_11.txt," The King and the huntsmen saw the pretty creature, and started after him, but they could not catch him . When it was dark he ran to the cottage, knocked, and said, 'My little sister, let me in'"
"

	Again the youth walked on for a long while and said, 'May God have pity on the poor soul!' Then he came to a pit by which stood a knacker who was cutting up a horse. The youth said, 'Good morning; God have pity on the poor soul!' 'What dost thou say, thou ill-tempered knave?' and the knacker gave him such a box on the ear, that he could not see out of his eyes. 'What am I to say, then?' 'Thou must say, 'There lies the carrion in the pit!''",going a travelling_segment_2.txt," The youth walked on for a long while and said, 'May God have pity on the poor soul!' Then he came to a pit by which stood a knacker who was cutting up a horse . 'Thou must say, '"
"

	And now Gambling Hansel at once set about gambling in real earnest, and before long he had gained half the world. Upon this St. Peter said to the Lord, 'Lord, this thing must not go on, he will win, and thou lose, the whole world. We must send Death to him.' When Death appeared, Gambling Hansel had just seated himself at the gaming-table, and Death said, 'Hansel, come out a while.' But Gambling Hansel said, 'Just wait a little until the game is done, and in the meantime get up into that tree out there, and gather a little fruit that we may have something to munch on our way.' Thereupon Death climbed up, but when he wanted to come down again, he could not, and Gambling Hansel left him up there for seven years, during which time no one died.",gambling hansel_segment_1.txt," Gambling Hansel set about gambling in real earnest, and before long he had gained half the world . St. Peter said to the Lord, 'Lord, this thing must not go on, he will win, and thou lose,"
"

	When they had reached the middle of the forest, the father said, 'Now, children, pile up some wood, and I will light a fire that you may not be cold.' Hansel and Gretel gathered brushwood together, as high as a little hill. The brushwood was lighted, and when the flames were burning very high, the woman said, 'Now, children, lay yourselves down by the fire and rest, we will go into the forest and cut some wood. When we have done, we will come back and fetch you away.'",hansel and gretel_segment_2.txt," Hansel and Gretel gathered brushwood together, as high as a little hill . Father said, 'Now, children, pile up some wood, and I will light a fire that you may not be cold'"
"

	Then she untied her golden garter and put it round the roebuck's neck, and she plucked rushes and wove them into a soft cord. With this she tied the little beast and led it on, and she walked deeper and deeper into the forest.",little brother and little sister_segment_8.txt," She untied her golden garter and put it round the roebuck's neck, and plucked rushes and wove them into a soft cord . With this she tied the little beast and led it on, and she walked deeper"
"

	After long, long years a King's son came again to that country, and heard an old man talking about the thorn-hedge, and that a castle was said to stand behind it in which a wonderfully beautiful princess, named Briar-rose, had been asleep for a hundred years; and that the King and Queen and the whole court were asleep likewise. He had heard, too, from his grandfather, that many kings' sons had already come, and had tried to get through the thorny hedge, but they had remained sticking fast in it, and had died a pitiful death. Then the youth said, 'I am not afraid, I will go and see the beautiful Briar-rose.' The good old man might dissuade him as he would, he did not listen to his words.",briar rose_segment_11.txt," King's son came again to that country, and heard an old man talking about the thorn-hedge . A castle was said to stand behind it in which a beautiful princess, named Briar-rose, had been asleep for a"
"

	But fortunately it was almost evening, when the seven dwarfs came home. When they saw Snow-white lying as if dead upon the ground they at once suspected the step-mother, and they looked and found the poisoned comb. Scarcely had they taken it out when Snow-white came to herself, and told them what had happened. Then they warned her once more to be upon her guard and to open the door to no one.",little snow white_segment_21.txt," The seven dwarfs came home to find Snow-white lying as if dead upon the ground . They suspected the step-mother, and they looked and found the poisoned comb . Scarcely had they taken it out when she came to"
"

	'How truly happy is that one Who can from holy water run!'

	4.7                ",knoist and his three sons_segment_1.txt, 'How truly happy is that one Who can from holy water run!'
"

	Afterwards they came to a meadow, and she asked again, 'To whom does this beautiful green meadow belong?' 'It belongs to King Thrushbeard; if you had taken him, it would have been yours.' 'Ah, unhappy girl that I am, if I had but taken King Thrushbeard!'",king thrushbeard_segment_7.txt," Afterwards they came to a meadow, she asked again, ""To whom does this beautiful green meadow belong?"" 'It belongs to King Thrushbeard; if you had taken him, it would have been yours,' she replied"
"

	Hans comes to Grethel. 'Good day, Grethel.' 'Good day, Hans. What good thing dost thou bring?' 'I bring nothing, I want something given me.' Grethel presents Hans with a young goat. 'Good-bye, Grethel.' 'Good-bye, Hans.' Hans takes the goat, ties its legs, and puts it in his pocket. When he gets home it is suffocated. 'Good evening, mother.' 'Good evening, Hans. Where hast thou been?' 'With Grethel.' 'What didst thou take her?' 'Took nothing, she gave me something.' 'What did Grethel give thee?' 'She gave me a goat.' 'Where is the goat, Hans?' 'Put it in my pocket.' 'That was ill done, Hans, thou shouldst have put a rope round the goat's neck.' 'Never mind, will do better next time.'",clever hans_segment_3.txt," Grethel presents Hans with a young goat . Hans takes the goat, ties its legs, and puts it in his pocket . When he gets home it is suffocated ."
"

	For a few days they lived in this way as well as might be, and came to the end of all their provisions. Then the man said, 'Wife, we cannot go on any longer eating and drinking here and earning nothing. You weave baskets.' He went out, cut some willows, and brought them home. Then she began to weave, but the tough willows wounded her delicate hands.",king thrushbeard_segment_11.txt," For a few days they lived in this way as well as might be, they came to the end of all their provisions . Then the man said, 'Wife, we cannot go on any longer eating and drinking here and earning nothing"
